	Plate_Well	celltype
994	AS-198_J14	CMP
995	AS-198_J13	LMPP
996	AS-198_J12	GMP
997	AS-198_J11	GMP
998	AS-198_K11	CMP
999	AS-198_K10	GMP
1000	AS-198_K9	CMP
1001	AS-198_K8	GMP
1002	AS-198_K7	CMP
1003	AS-198_K6	GMP
1004	AS-198_K5	CMP
1005	AS-198_K4	CMP
1006	AS-198_K3	HSC
1007	AS-198_K2	CMP
1008	AS-198_K1	MPP
1009	AS-198_L1	CMP
1010	AS-198_L2	CMP
1011	AS-198_L3	unassigned
1012	AS-198_L4	GMP
1013	AS-198_L5	GMP
1014	AS-198_L6	GMP
1015	AS-198_L7	MPP
1016	AS-198_L8	MPP
1017	AS-198_L9	GMP
1018	AS-198_L10	GMP
1019	AS-198_L11	GMP
1020	AS-198_L12	CMP
1021	AS-198_K12	GMP
1022	AS-198_K13	MPP
1023	AS-198_K14	GMP
1024	AS-198_K15	CMP
1025	AS-198_K16	GMP
1026	AS-198_K17	GMP
1027	AS-198_K18	CMP
1028	AS-198_K19	GMP
1029	AS-198_K20	CMP
1030	AS-198_K21	GMP
1031	AS-198_K22	GMP
1032	AS-198_K23	GMP
1033	AS-198_K24	GMP
1034	AS-198_L24	CMP
1035	AS-198_L23	GMP
1036	AS-198_L22	GMP
1037	AS-198_L21	MPP
1038	AS-198_L20	GMP
1039	AS-198_L19	GMP
1040	AS-198_L18	CMP
1041	AS-198_L17	HSC
1042	AS-198_L16	GMP
1043	AS-198_L15	GMP
1044	AS-198_L14	MPP
1045	AS-198_L13	GMP
1046	AS-198_M13	GMP
1047	AS-198_M12	GMP
1048	AS-198_M11	GMP
1049	AS-198_M10	GMP
1050	AS-198_M9	CMP
1051	AS-198_M8	GMP
1052	AS-198_M7	GMP
1053	AS-198_M6	GMP
1054	AS-198_M5	CMP
1055	AS-198_M4	MEP
1056	AS-198_M3	GMP
1057	AS-198_M2	CMP
1058	AS-198_M1	CMP
1059	AS-198_N1	GMP
1060	AS-198_N2	MEP
1061	AS-198_N3	GMP
1062	AS-198_N4	CMP
1063	AS-198_N5	GMP
1064	AS-198_N6	CMP
1065	AS-198_N7	GMP
1066	AS-198_N8	GMP
1067	AS-198_N9	MEP
1068	AS-198_N10	CMP
1069	AS-198_N11	CMP
1070	AS-198_N12	GMP
1071	AS-198_N13	GMP
1072	AS-198_N14	GMP
1073	AS-198_M14	CMP
1074	AS-198_M15	GMP
1075	AS-198_M16	GMP
1076	AS-198_M17	HSC
1077	AS-198_M18	GMP
1078	AS-198_M19	MPP
1079	AS-198_M20	GMP
1080	AS-198_M21	CMP
1081	AS-198_M22	GMP
1082	AS-198_M23	GMP
1083	AS-198_M24	GMP
1084	AS-198_N24	GMP
1085	AS-198_N23	CMP
1086	AS-198_N22	MEP
1087	AS-198_N21	CMP
1088	AS-198_N20	GMP
1089	AS-198_N19	CMP
1090	AS-198_N18	CMP
1091	AS-198_N17	GMP
1092	AS-198_N16	GMP
1093	AS-198_N15	HSC
1094	AS-198_O15	CMP
1095	AS-198_O14	GMP
1096	AS-198_O13	GMP
1097	AS-198_O12	MPP
1098	AS-198_O11	unassigned
1099	AS-198_O10	GMP
1100	AS-198_O9	GMP
1101	AS-198_O8	MPP
1102	AS-198_O7	CMP
1103	AS-198_O6	CMP
1104	AS-198_O5	GMP
1105	AS-198_O4	GMP
1106	AS-198_O3	GMP
1107	AS-198_O2	CMP
1108	AS-198_O1	CMP
1109	AS-198_P1	GMP
1110	AS-198_P2	GMP
1111	AS-198_P3	GMP
1112	AS-198_P4	GMP
1113	AS-198_P5	GMP
1114	AS-198_P6	CMP
1115	AS-198_P7	CMP
1116	AS-198_P8	GMP
1117	AS-198_P9	GMP
1118	AS-198_P10	GMP
1119	AS-198_P11	GMP
1120	AS-198_P12	MPP
1121	AS-198_P13	CMP
1122	AS-198_P14	GMP
1123	AS-198_P15	GMP
1124	AS-198_P16	GMP
1125	AS-198_O16	MPP
1126	AS-198_O17	CMP
1127	AS-198_O18	GMP
1128	AS-198_O19	GMP
1129	AS-198_O20	GMP
1130	AS-198_O21	HSC
1131	AS-198_O22	CMP
1132	AS-198_O23	HSC
1133	AS-198_O24	GMP
1134	AS-198_P24	GMP
1135	AS-198_P23	CMP
1136	AS-198_P22	unassigned
1137	AS-198_P21	GMP
1138	AS-198_P20	MEP
1139	AS-198_P19	MPP
1140	AS-198_P18	CMP
1141	AS-198_P17	GMP
1142	AS-201_B3	MPP
1143	AS-201_B4	MPP
1144	AS-201_B5	MPP
1145	AS-201_B6	MPP
1146	AS-201_B7	LMPP
1147	AS-201_B8	MPP
1148	AS-201_B9	LMPP
1149	AS-201_B10	MPP
1150	AS-201_B11	MPP
1151	AS-201_B12	HSC
1152	AS-201_B13	LMPP
1153	AS-201_B14	LMPP
1154	AS-201_B15	MPP
1155	AS-201_B16	MPP
1156	AS-201_B17	MPP
1157	AS-201_B18	LMPP
1158	AS-201_B19	MPP
1159	AS-201_B20	HSC
1160	AS-201_B21	HSC
1161	AS-201_B22	LMPP
1162	AS-201_B23	LMPP
1163	AS-201_C23	MPP
1164	AS-201_C22	MPP
1165	AS-201_C21	MPP
1166	AS-201_C20	MPP
1167	AS-201_C19	LMPP
1168	AS-201_C18	MPP
1169	AS-201_C17	MPP
1170	AS-201_C16	MPP
1171	AS-201_C15	MPP
1172	AS-201_C14	HSC
1173	AS-201_C13	MPP
1174	AS-201_C12	MPP
1175	AS-201_C11	MPP
1176	AS-201_C10	MPP
1177	AS-201_C9	MPP
1178	AS-201_C8	MPP
1179	AS-201_C7	LMPP
1180	AS-201_C6	MPP
1181	AS-201_C5	MPP
1182	AS-201_C4	LMPP
1183	AS-201_D3	MPP
1184	AS-201_D2	MPP
1185	AS-201_C2	MPP
1186	AS-201_E2	MPP
1187	AS-201_E3	MPP
1188	AS-201_E4	MPP
1189	AS-201_E5	MPP
1190	AS-201_D5	MPP
1191	AS-201_D6	LMPP
1192	AS-201_D7	HSC
1193	AS-201_D8	HSC
1194	AS-201_D9	MPP
1195	AS-201_D10	MPP
1196	AS-201_D11	LMPP
1197	AS-201_D12	MPP
1198	AS-201_D13	MPP
1199	AS-201_D14	MPP
1200	AS-201_D15	MPP
1201	AS-201_D16	MPP
1202	AS-201_D17	MPP
1203	AS-201_D18	MPP
1204	AS-201_D19	MPP
1205	AS-201_D20	MPP
1206	AS-201_D21	MPP
1207	AS-201_D22	MPP
1208	AS-201_D23	HSC
1209	AS-201_E23	HSC
1210	AS-201_E22	MPP
1211	AS-201_E21	MPP
1212	AS-201_E20	MPP
1213	AS-201_E19	MPP
1214	AS-201_E18	LMPP
1215	AS-201_E17	MPP
1216	AS-201_E16	MPP
1217	AS-201_E15	MPP
1218	AS-201_E14	MPP
1219	AS-201_E13	MPP
1220	AS-201_E12	MPP
1221	AS-201_E11	MPP
1222	AS-201_E10	MPP
1223	AS-201_E9	LMPP
1224	AS-201_E8	MPP
1225	AS-201_E7	MPP
1226	AS-201_E6	HSC
1227	AS-201_F6	MPP
1228	AS-201_F5	MPP
1229	AS-201_F4	MPP
1230	AS-201_F3	LMPP
1231	AS-201_F2	MPP
1232	AS-201_G2	MPP
1233	AS-201_G3	MPP
1234	AS-201_G4	MPP
1235	AS-201_G5	MPP
1236	AS-201_G6	HSC
1237	AS-201_G7	LMPP
1238	AS-201_F7	MPP
1239	AS-201_F8	MPP
1240	AS-201_F9	LMPP
1241	AS-201_F10	MPP
1242	AS-201_F11	MPP
1243	AS-201_F12	LMPP
1244	AS-201_F13	LMPP
1245	AS-201_F14	MPP
1246	AS-201_F15	MPP
1247	AS-201_F16	MPP
1248	AS-201_F17	MPP
1249	AS-201_F18	MPP
1250	AS-201_F19	LMPP
1251	AS-201_F20	MPP
1252	AS-201_F21	MPP
1253	AS-201_F22	MPP
1254	AS-201_F23	HSC
1255	AS-201_G23	MPP
1256	AS-201_G22	MPP
1257	AS-201_G21	LMPP
1258	AS-201_G20	MPP
